period,breach_rate,coverage_error,cvar,rmse,mae,pinball,brier,kupiec_LR,kupiec_p,christoffersen_ind_LR,christoffersen_ind_p,christoffersen_cc_LR,christoffersen_cc_p
1987,0.023715415019762844,-0.02628458498023716,-0.06257278472185135,0.25018641352653503,0.23235079646110535,0.012954426929354668,0.023843873517786565,4.531545338930046,0.0332755567613362,25.837427763360218,3.71416016115968e-07,30.314485088384792,2.6139254800102445e-07
1998,0.0873015873015873,0.037301587301587294,0.0021450079511851072,1.5782221555709839,1.4561794996261597,0.12093941122293472,0.08107142857142857,6.097225401327278,0.013539430301558034,112.77806061613622,2.4133150407437792e-26,118.95577961346211,1.4759806422922526e-26
2001,0.7217741935483871,0.6717741935483871,-0.002130868611857295,0.055734917521476746,0.04266219586133957,0.032701145857572556,0.6520967741935484,786.2807865853916,5.186772678665857e-173,140.9578646747476,1.643447369324988e-32,921.9008319296337,6.483028271085744e-201
2008,0.003952569169960474,-0.04604743083003953,-0.08929524570703506,0.09508835524320602,0.09040210396051407,0.004595217294991016,0.006057312252964426,18.780463728065595,1.4666177877982488e-05,0.007968148369535775,0.9288717178366275,18.69378181642608,8.723622332411924e-05
2011,0.12698412698412698,0.07698412698412697,-0.016551245003938675,0.06286108493804932,0.05184633657336235,0.0050918832421302795,0.11678571428571426,22.466873106441906,2.1379911129232533e-06,27.776507745511537,1.3616959075361482e-07,50.412976189368464,1.129695275039095e-11
2015,0.011904761904761904,-0.0380952380952381,-0.03361370041966438,0.03668946027755737,0.034967511892318726,0.0018000846030190587,0.013214285714285713,10.969410311999859,0.0009262823124654018,5.441004907677939,0.019669349978219012,16.331828950911284,0.00028417665871608843
2020,0.11857707509881422,0.06857707509881422,-0.036178357899188995,0.028574489057064056,0.02204168401658535,0.00339791108854115,0.10921936758893278,18.396117384904073,1.7942320682547132e-05,0.12294230405203287,0.7258649763577758,18.66944177062798,8.830437670152943e-05
2022,0.06772908366533864,0.017729083665338638,-0.030932530760765076,0.02671215683221817,0.022946054115891457,0.0017740222392603755,0.06345617529880478,1.5023193153694956,0.2203148419667404,0.59956097648283,0.4387455824793972,2.139847590321658,0.34303465732359195
