Date,returns,pce_price_index,unemployment_rate,nonfarm_payrolls,industrial_production,capacity_utilization,housing_starts,building_permits,consumer_confidence,fed_funds,epu_index,t10y2y_spread,t10y3m_spread
1987-03-26,0.09320795198874199,2.18020629402832,-1.6913426114421921,1.8405433861874694,2.5802212419897494,2.7412001482663024,-0.09660205799428037,-0.8709390001839374,-1.2918079757011547,-0.8693987459527112,-1.3328205803979631,0.22064003143655952,0.3473850106204831
1987-03-27,-1.789775700399329,2.1508601936351197,-1.6748628762617896,1.822913505481828,2.5362222629165,2.6993504158041572,-0.093726213431749,-0.8655605411472961,-1.281023827972,-0.8649346891087386,-1.327616615327873,0.21408172148625026,0.34125041053028377
1987-03-30,-2.560221223666607,2.1224063916855753,-1.6587063763870609,1.8056865091578358,2.4940266074892006,2.6590990875005502,-0.09084651264745827,-0.8602138868512043,-1.2703737783928155,-0.8606124666504632,-1.3224493784871112,0.20746336096321746,0.33508233749028177
1987-03-31,0.8168875537929298,2.094797626296309,-1.642861814981141,1.7888484130549638,2.453508880852382,2.6203435629882055,-0.08796286668703397,-0.854898528507661,-1.2598542627244331,-0.8564399831716054,-1.3173183804528183,0.20078216726600934,0.3288790484286496
1987-04-01,0.1456651434984676,2.067990070738212,-1.6273184542164922,1.7723860199666408,2.4145555868628463,2.5829902558251767,-0.08507518583420741,-0.8496139667435695,-1.2494618390955148,-0.8524260830552833,-1.3122231408591576,0.1940352108227372,0.3226387252927143
1987-04-02,0.34505107747870795,2.041943018215853,-1.6120660808834975,1.7562868706480415,2.3770637123381335,2.5469535989608056,-0.0821833795934755,-0.8443597113547361,-1.2391931824476548,-0.848580676919764,-1.3071631881818178,0.18721940396883313,0.3163594698845232
1987-04-03,2.314737195417472,2.0166186013236946,-1.59709497459891,1.7405391989473438,2.3409395120176817,2.5121551811820235,-0.07928735667242286,-0.839135281067353,-1.2290450792812933,-0.8449148895444021,-1.3021380595287628,0.1803314887798298,0.3100392982689638
1987-04-06,0.4318848169796453,1.9919815417585112,-1.5823958783877048,1.7251318906918447,2.3060974614398027,2.478522994625337,-0.07638702496372873,-0.833940203306678,-1.2190144226831978,-0.8414412336568812,-1.2971473004370073,0.17336802373968171,0.3036761347108897
1987-04-07,-1.9430107801534777,1.9679989265026474,-1.567959971434594,1.710054446001596,2.272459350971723,2.4459907768512874,-0.07348229152680713,-0.8287740139726342,-1.2090982076177934,-0.8381738150211427,-1.2921904646752178,0.16632536910910778,0.2972678050925004
1987-04-08,0.10235664036621674,1.9456382703088608,-1.5537788438216606,1.694505060247213,2.241018199582858,2.4072161244899624,-0.06934754276911899,-0.8231190054958497,-1.1996875385155754,-0.832231514275996,-1.2818978721994816,0.15990517701023485,0.29064724668087033
