period,breach_rate,coverage_error,cvar,rmse,mae,pinball,brier,kupiec_LR,kupiec_p,christoffersen_ind_LR,christoffersen_ind_p,christoffersen_cc_LR,christoffersen_cc_p,model
2020,0.18181818181818182,0.13181818181818183,-0.025792406871914864,0.027319982647895813,0.02061428874731064,0.0038879483472555876,0.16613636363636364,56.92830063614738,4.5199421491258834e-14,0.44217766379881474,0.5060732582318669,57.670114030983605,2.999810720259437e-13,Transformer
2020,0.05928853754940711,0.00928853754940711,-0.042718902230262756,0.04084448970091264,0.0303070724666532,0.0025230917209376176,0.05585968379446638,0.43484173965682565,0.5096226936193818,1.1956207848179352,0.2741987023450939,1.6503633564977689,0.4381553819308883,GARCH
2020,0.10276679841897234,0.05276679841897233,-0.04010661318898201,0.030993131920695305,0.025949198752641678,0.0033902714494615793,0.09499011857707508,11.518480494304155,0.0006890769236880362,2.0949361492326437,0.14778788571311796,13.728162979645987,0.001044641525909852,LSTM
