period,breach_rate,coverage_error,cvar,rmse,mae,pinball,brier,kupiec_LR,kupiec_p,christoffersen_ind_LR,christoffersen_ind_p,christoffersen_cc_LR,christoffersen_cc_p
1987,0.007905138339920948,-0.04209486166007906,-0.12322171777486801,0.12694910168647766,0.11588528752326965,0.006200301460921764,0.009614624505928853,14.38704574703643,0.00014882260586504792,0.03200034094205415,0.8580269087047524,14.332364176538972,0.0007722655516468489
1998,0.0,-0.05,,0.2584553360939026,0.2544701099395752,0.01272350549697876,0.002500000000000001,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06
2001,0.0,-0.05,,0.09884729981422424,0.09438879787921906,0.004719439893960953,0.0025000000000000014,25.441473966625082,4.560084953475983e-07,-0.0,1.0,25.338887427449986,3.145795641229335e-06
2008,0.0,-0.05,,0.11851642280817032,0.11436636000871658,0.005718317814171314,0.002500000000000001,25.95440690950059,3.4957650949621474e-07,-0.0,1.0,25.85182037132549,2.434156700453849e-06
2011,0.0,-0.05,,0.2290770560503006,0.2279691845178604,0.01139845885336399,0.002500000000000001,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06
2015,0.07539682539682539,0.02539682539682539,-0.0020629633218050003,0.054654281586408615,0.04585286229848862,0.0030011755879968405,0.07035714285714285,2.9808420438341012,0.08425542783866861,74.63155473537995,5.672919028393951e-18,77.6669159435921,1.3640914588316124e-17
2020,0.0,-0.05,,0.19287362694740295,0.17906984686851501,0.008953492157161236,0.002500000000000001,25.95440690950059,3.4957650949621474e-07,-0.0,1.0,25.85182037132549,2.434156700453849e-06
2022,0.0,-0.05,,0.2002294957637787,0.19886727631092072,0.009943363256752491,0.0025000000000000005,25.749233732350387,3.887813449885393e-07,-0.0,1.0,25.64664719377529,2.697126537899001e-06
