Date,returns,pce_price_index,unemployment_rate,nonfarm_payrolls,industrial_production,capacity_utilization,housing_starts,building_permits,retail_sales,durable_orders,consumer_confidence,fed_funds,epu_index,t10y2y_spread,t10y3m_spread,hy_ccc_spread,corp_bond_spread
2019-08-15,0.23610164431548555,1.7998221995692496,-0.6432446072110736,1.7244609866601097,-1.831646097428009,-1.918174899333322,0.39780866823662064,2.5281489022927337,2.3157561495883616,-1.021760625126314,0.4446581494733509,0.8175402284199456,-0.3581972398064964,-2.230572063526205,-1.0774719953188516,0.6827042214632675,0.08359219920063178
2019-08-16,1.3994819375327703,1.7835664248183152,-0.6391673311473984,1.710339668619317,-1.8120637823707868,-1.8958157805915552,0.39557003419471515,2.4952584051528257,2.2817901298523577,-1.015966034681505,0.4437042178970308,0.8111614361593299,-0.36057142405892156,-2.2061534061136143,-1.0695709978608545,0.6764686582347715,0.07977334412590958
2019-08-19,1.1685643288792407,1.7676772826408214,-0.6351041758236798,1.6965339395608354,-1.7929140061559588,-1.874004498214344,0.3933344359348733,2.4634184298658592,2.2489759788671257,-1.010213103791975,0.44275116233566497,0.8048230376831164,-0.3629531137096621,-2.182485749854054,-1.0617517761861066,0.6702478484253916,0.07594328356823747
2019-08-20,-0.7857658764895518,1.752143298150137,-0.6310549294610355,1.6830359182552475,-1.7741795070870947,-1.852716938238252,0.3911018386583493,2.4325720358970426,2.2172462765721828,-1.0045011647203683,0.44179897957854797,0.798524617881638,-0.36534237962321486,-2.159536593423392,-1.054013093839933,0.6640409492201446,0.07210175587938969
2019-08-21,0.7912296525534404,1.7369536529381036,-0.6270193827946307,1.6698382262088065,-1.755843969309962,-1.8319304408952375,0.3888722077457191,2.402666524142819,2.1865390068112482,-0.9988295636914472,0.4408476664260755,0.7922658022826733,-0.3677392934814977,-2.13727573218466,-1.046353778229071,0.6578471140475035,0.0682484950604174
2019-08-22,-0.06259015523848506,1.7220981485844276,-0.6229973290173265,1.6569339674883938,-1.7378919569206832,-1.8116236892790092,0.38664550875409043,2.3736530385953754,2.1567970116979014,-0.993197660507739,0.43989721968979545,0.7860462589999612,-0.37014392779674793,-2.1156750774328956,-1.0387727204507158,0.6516654917561484,0.06438323063422241
2019-08-23,-2.505447292531786,1.7075671733110938,-0.618988563724347,1.6443167107015506,-1.720308853602881,-1.7917766082609894,0.38442170741433995,2.345486212824985,2.1279675118882437,-0.9876048281779186,0.43894763619222366,0.779865700941808,-0.37255635592465863,-2.0947084943801237,-1.031268875300459,0.645495225762918,0.06050568751406565
2019-08-26,1.048864015770697,1.6933516715302737,-0.6149928848592147,1.6319804730226333,-1.7030808072532841,-1.7723702725584602,0.38220076962837796,2.318123855438017,2.10000168354999,-0.982050452557498,0.43799891276686576,0.7737238883084924,-0.3749766520777768,-2.0743516567727753,-1.0238412614660284,0.6393354531690814,0.056615585867848865
2019-08-27,-0.31286758641858126,1.6794431160644545,-0.6110100926607783,1.61991970617239,-1.6861946791158493,-1.7533868229904106,0.3799826614664349,2.2915266695303327,2.072854284272037,-0.9765339320013117,0.43705104625815155,0.7676206314112172,-0.3774048913391498,-2.05458191631676,-1.0164889619150628,0.6331853038417777,0.05271264097802381
2019-08-28,0.6263457610344967,1.6658334828414942,-0.6070399896112386,1.6081292842749924,-1.6696379969963833,-1.7348093900726151,0.37776734916439336,2.265658001875701,2.0464833213579205,-0.9710546770273005,0.4361040335213158,0.761555793849978,-0.37984114967624366,-2.035378185327571,-1.009211124486582,0.6270438994572529,0.04879656309690004
2019-08-29,1.2095665234393098,1.652515227890879,-0.6030823803853632,1.5966044935339407,-1.6533989121756871,-1.716622024202923,0.37555479912110734,2.240483618193817,2.020849756939668,-0.9656121099912389,0.43515787142242857,0.7555292960931239,-0.38228550395513033,-2.016720831230986,-1.0020069626973984,0.6209103525022432,0.04486705729723303
2019-08-30,0.05492690024044859,1.6394812664879297,-0.5991370718005546,1.585341023682434,-1.637466159681191,-1.698809631775054,0.3733449778957841,2.215971501351115,1.9959172451749712,-0.9602056647719184,0.43421255683824656,0.7495411195076354,-0.3847380319549464,-1.9985915817194986,-0.9948757567764546,0.614783765229521,0.040923823317822544
2019-09-03,-0.6684256999106583,1.6267249543118416,-0.5952038727680254,1.5743349611790196,-1.6218290216107065,-1.6813579166341612,0.3711378522053714,2.1920916697781485,1.971651897480395,-0.9548347864664397,0.43326808665621447,0.7435913108963578,-0.3871988123826408,-1.9809734395252603,-0.987816854942007,0.6086632285633347,0.03696655540398392
2019-09-04,1.029042952535459,1.6142400705000917,-0.5912825942449094,1.5635827841360088,-1.6064772932357556,-1.664253326353868,0.36893338892197286,2.1688160137517536,1.9480220723311517,-0.9494989310951687,0.43232445777440665,0.7376799876069378,-0.3896679248880109,-1.9638506059056628,-0.9808296749387263,0.6025478209500257,0.032994942142635944
2019-09-05,1.227567518090423,1.6020208024991356,-0.5873730491872181,1.5530813589817363,-1.5914012516379743,-1.6474830028721397,0.36673155507028654,2.146118147500414,1.9249981866445036,-0.9441975653160646,0.43138166710140957,0.7318073432870756,-0.39214545007903046,-1.9472084120560913,-0.9739137058541979,0.5964366071487228,0.02900866629178023
2019-09-06,0.07012877519020085,1.5900617326242654,-0.5834750525038401,1.542827938874978,-1.5765916266580622,-1.63103473707339,0.364532317825066,2.123973275356077,1.9025525461742532,-0.9389301661479958,0.4304397115563538,0.725973654372339,-0.3946314695374883,-1.931033257768436,-0.9670685102369936,0.5903286369565596,0.02500740460417981
